"K00001" "alcohol dehydrogenase [EC:1.1.1.1]"
"K00566" "tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]"
"K00567" "methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]"
"K00568" "2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]"
"K00569" "thiopurine S-methyltransferase [EC:2.1.1.67]"
"K00570" "phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]"
"K00571" "site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]"
"K00573" "protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]"
"K00574" "cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]"
"K00575" "chemotaxis protein methyltransferase CheR [EC:2.1.1.80]"
"K00587" "protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]"
"K00588" "caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]"
"K00590" "site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]"
"K00594" "alditol oxidase [EC:1.1.3.41]"
"K00595" "precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]"
"K00596" "2,2-dialkylglycine decarboxylase (pyruvate) [EC:4.1.1.64]"
"K00598" "trans-aconitate 2-methyltransferase [EC:2.1.1.144]"
"K00600" "glycine hydroxymethyltransferase [EC:2.1.2.1]"
"K00602" "phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]"
"K00603" "glutamate formiminotransferase [EC:2.1.2.5]"
"K00604" "methionyl-tRNA formyltransferase [EC:2.1.2.9]"
"K00605" "aminomethyltransferase [EC:2.1.2.10]"
"K00606" "3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]"
"K00608" "aspartate carbamoyltransferase [EC:2.1.3.2]"
"K00609" "aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"
"K00610" "aspartate carbamoyltransferase regulatory subunit"
"K00611" "ornithine carbamoyltransferase [EC:2.1.3.3]"
"K00612" "carbamoyltransferase [EC:2.1.3.-]"
"K00613" "glycine amidinotransferase [EC:2.1.4.1]"
"K00615" "transketolase [EC:2.2.1.1]"
"K00616" "transaldolase [EC:2.2.1.2]"
"K00619" "amino-acid N-acetyltransferase [EC:2.3.1.1]"
"K00620" "glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]"
"K00622" "arylamine N-acetyltransferase [EC:2.3.1.5]"
"K00624" "carnitine O-acetyltransferase [EC:2.3.1.7]"
"K00625" "phosphate acetyltransferase [EC:2.3.1.8]"
"K00626" "acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
"K00627" "pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
"K00631" "glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]"
"K00632" "acetyl-CoA acyltransferase [EC:2.3.1.16]"
"K00633" "galactoside O-acetyltransferase [EC:2.3.1.18]"
"K00634" "phosphate butyryltransferase [EC:2.3.1.19]"
"K00635" "diacylglycerol O-acyltransferase [EC:2.3.1.20]"
"K00638" "chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]"
"K00639" "glycine C-acetyltransferase [EC:2.3.1.29]"
"K00640" "serine O-acetyltransferase [EC:2.3.1.30]"
"K00641" "homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]"
"K00643" "5-aminolevulinate synthase [EC:2.3.1.37]"
"K00645" "[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]"
"K00646" "malonyl-ACP decarboxylase"
"K00647" "3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]"
"K00648" "3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"K00651" "homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]"
"K00652" "8-amino-7-oxononanoate synthase [EC:2.3.1.47]"
"K00654" "serine palmitoyltransferase [EC:2.3.1.50]"
"K00655" "1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]"
"K00656" "formate C-acetyltransferase [EC:2.3.1.54]"
"K00657" "diamine N-acetyltransferase [EC:2.3.1.57]"
"K00658" "2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
"K00661" "maltose O-acetyltransferase [EC:2.3.1.79]"
"K00662" "aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]"
"K00663" "aminoglycoside 6-N-acetyltransferase [EC:2.3.1.82]"
"K00666" "fatty-acyl-CoA synthase [EC:6.2.1.-]"
"K00672" "formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]"
"K00673" "arginine N-succinyltransferase [EC:2.3.1.109]"
"K00674" "2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]"
"K00675" "N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]"
"K00677" "UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]"
"K00680" "uncharacterized N-acetyltransferase [EC:2.3.1.-]"
"K00681" "gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]"
"K00684" "leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]"
"K00686" "protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]"
"K00687" "penicillin-binding protein 2B"
"K00688" "glycogen phosphorylase [EC:2.4.1.1]"
"K00689" "dextransucrase [EC:2.4.1.5]"
"K00690" "sucrose phosphorylase [EC:2.4.1.7]"
"K00691" "maltose phosphorylase [EC:2.4.1.8]"
"K00692" "levansucrase [EC:2.4.1.10]"
"K00693" "glycogen synthase [EC:2.4.1.11]"
"K00694" "cellulose synthase (UDP-forming) [EC:2.4.1.12]"
"K00696" "sucrose-phosphate synthase [EC:2.4.1.14]"
"K00697" "trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]"
"K00700" "1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"
"K00701" "cyclomaltodextrin glucanotransferase [EC:2.4.1.19]"
"K00702" "cellobiose phosphorylase [EC:2.4.1.20]"
"K00703" "starch synthase [EC:2.4.1.21]"
"K00705" "4-alpha-glucanotransferase [EC:2.4.1.25]"
"K00709" "histo-blood group ABO system transferase [EC:2.4.1.40 2.4.1.37]"
"K00712" "poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]"
"K00713" "UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]"
"K00720" "ceramide glucosyltransferase [EC:2.4.1.80]"
"K00721" "dolichol-phosphate mannosyltransferase [EC:2.4.1.83]"
"K00728" "dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]"
"K00737" "beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]"
"K00743" "N-acetyllactosaminide 3-alpha-galactosyltransferase [EC:2.4.1.87]"
"K00745" "raffinose-raffinose alpha-galactotransferase [EC:2.4.1.166]"
"K00748" "lipid-A-disaccharide synthase [EC:2.4.1.182]"
"K00750" "glycogenin [EC:2.4.1.186]"
"K00752" "hyaluronan synthase [EC:2.4.1.212]"
"K00754" "L-malate glycosyltransferase [EC:2.4.1.-]"
"K00756" "pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]"
"K00757" "uridine phosphorylase [EC:2.4.2.3]"
"K00758" "thymidine phosphorylase [EC:2.4.2.4]"
"K00759" "adenine phosphoribosyltransferase [EC:2.4.2.7]"
"K00760" "hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]"
"K00761" "uracil phosphoribosyltransferase [EC:2.4.2.9]"
"K00762" "orotate phosphoribosyltransferase [EC:2.4.2.10]"
"K00763" "nicotinate phosphoribosyltransferase [EC:6.3.4.21]"
"K00764" "amidophosphoribosyltransferase [EC:2.4.2.14]"
"K00765" "ATP phosphoribosyltransferase [EC:2.4.2.17]"
"K00766" "anthranilate phosphoribosyltransferase [EC:2.4.2.18]"
"K00767" "nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]"
"K00768" "nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]"
"K00769" "xanthine phosphoribosyltransferase [EC:2.4.2.22]"
"K00771" "protein xylosyltransferase [EC:2.4.2.26]"
"K00772" "5-methylthioadenosine phosphorylase [EC:2.4.2.28]"
"K00773" "queuine tRNA-ribosyltransferase [EC:2.4.2.29]"
"K00776" "NAD-diphthamide ADP-ribosyltransferase [EC:2.4.2.36]"
"K00782" "L-lactate dehydrogenase complex protein LldG"
"K00783" "23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]"
"K00784" "ribonuclease Z [EC:3.1.26.11]"
"K00785" "beta-galactosamide-alpha-2,3-sialyltransferase [EC:2.4.99.-]"
"K00786" "glycosyltransferase [EC:2.4.-.-]"
"K00788" "thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]"
"K00789" "S-adenosylmethionine synthetase [EC:2.5.1.6]"
"K00790" "UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]"
"K00791" "tRNA dimethylallyltransferase [EC:2.5.1.75]"
"K00793" "riboflavin synthase [EC:2.5.1.9]"
"K00794" "6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
"K00795" "farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]"
"K00796" "dihydropteroate synthase [EC:2.5.1.15]"
"K00797" "spermidine synthase [EC:2.5.1.16]"
"K00798" "cob(I)alamin adenosyltransferase [EC:2.5.1.17]"
"K00799" "glutathione S-transferase [EC:2.5.1.18]"
"K00800" "3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]"
"K00801" "farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]"
"K00803" "alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]"
"K00805" "heptaprenyl diphosphate synthase [EC:2.5.1.30]"
"K00806" "undecaprenyl diphosphate synthase [EC:2.5.1.31]"
"K00808" "homospermidine synthase [EC:2.5.1.44]"
"K00809" "deoxyhypusine synthase [EC:2.5.1.46]"
"K00812" "aspartate aminotransferase [EC:2.6.1.1]"
"K00813" "aspartate aminotransferase [EC:2.6.1.1]"
"K00817" "histidinol-phosphate aminotransferase [EC:2.6.1.9]"
"K00819" "ornithine--oxo-acid transaminase [EC:2.6.1.13]"
"K00820" "glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]"
"K00821" "acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]"
"K00822" "beta-alanine--pyruvate transaminase [EC:2.6.1.18]"
"K00823" "4-aminobutyrate aminotransferase [EC:2.6.1.19]"
"K00824" "D-alanine transaminase [EC:2.6.1.21]"
"K00826" "branched-chain amino acid aminotransferase [EC:2.6.1.42]"
"K00830" "alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]"
"K00831" "phosphoserine aminotransferase [EC:2.6.1.52]"
"K00832" "aromatic-amino-acid transaminase [EC:2.6.1.57]"
"K00833" "adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]"
"K00835" "valine--pyruvate aminotransferase [EC:2.6.1.66]"
"K00836" "diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]"
"K00839" "(S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]"
"K00840" "succinylornithine aminotransferase [EC:2.6.1.81]"
"K00841" "aminotransferase [EC:2.6.1.-]"
"K00842" "aminotransferase [EC:2.6.1.-]"
"K00844" "hexokinase [EC:2.7.1.1]"
"K00845" "glucokinase [EC:2.7.1.2]"
"K00847" "fructokinase [EC:2.7.1.4]"
"K00848" "rhamnulokinase [EC:2.7.1.5]"
"K00849" "galactokinase [EC:2.7.1.6]"
"K00850" "6-phosphofructokinase 1 [EC:2.7.1.11]"
"K00851" "gluconokinase [EC:2.7.1.12]"
"K00852" "ribokinase [EC:2.7.1.15]"
"K00853" "L-ribulokinase [EC:2.7.1.16]"
"K00854" "xylulokinase [EC:2.7.1.17]"
"K00855" "phosphoribulokinase [EC:2.7.1.19]"
"K00856" "adenosine kinase [EC:2.7.1.20]"
"K00857" "thymidine kinase [EC:2.7.1.21]"
"K00858" "NAD+ kinase [EC:2.7.1.23]"
"K00859" "dephospho-CoA kinase [EC:2.7.1.24]"
"K00860" "adenylylsulfate kinase [EC:2.7.1.25]"
"K00862" "erythritol kinase (D-erythritol 1-phosphate-forming) [EC:2.7.1.215]"
"K00863" "triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]"
"K00864" "glycerol kinase [EC:2.7.1.30]"
"K00865" "glycerate 2-kinase [EC:2.7.1.165]"
"K00867" "type I pantothenate kinase [EC:2.7.1.33]"
"K00868" "pyridoxine kinase [EC:2.7.1.35]"
"K00869" "mevalonate kinase [EC:2.7.1.36]"
"K00870" "protein kinase [EC:2.7.1.37]"
"K00872" "homoserine kinase [EC:2.7.1.39]"
"K00873" "pyruvate kinase [EC:2.7.1.40]"
"K00874" "2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]"
"K00875" "D-ribulokinase [EC:2.7.1.47]"
"K00876" "uridine kinase [EC:2.7.1.48]"
"K00878" "hydroxyethylthiazole kinase [EC:2.7.1.50]"
"K00879" "L-fuculokinase [EC:2.7.1.51]"
"K00880" "L-xylulokinase [EC:2.7.1.53]"
"K00881" "allose kinase [EC:2.7.1.55]"
"K00882" "1-phosphofructokinase [EC:2.7.1.56]"
"K00883" "2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]"
"K00884" "N-acetylglucosamine kinase [EC:2.7.1.59]"
"K00885" "N-acylmannosamine kinase [EC:2.7.1.60]"
"K00886" "polyphosphate glucokinase [EC:2.7.1.63]"
"K00887" "undecaprenol kinase [EC:2.7.1.66]"
"K00891" "shikimate kinase [EC:2.7.1.71]"
"K00892" "inosine kinase [EC:2.7.1.73]"
"K00893" "deoxycitidine kinase [EC:2.7.1.74]"
"K00895" "diphosphate-dependent phosphofructokinase [EC:2.7.1.90]"
"K00897" "kanamycin kinase [EC:2.7.1.95]"
"K00899" "5-methylthioribose kinase [EC:2.7.1.100]"
"K00901" "diacylglycerol kinase (ATP) [EC:2.7.1.107]"
"K00903" "protein-tyrosine kinase [EC:2.7.10.2]"
"K00906" "isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]"
"K00912" "tetraacyldisaccharide 4-kinase [EC:2.7.1.130]"
"K00917" "tagatose 6-phosphate kinase [EC:2.7.1.144]"
"K00918" "ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]"
"K00919" "4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]"
"K00925" "acetate kinase [EC:2.7.2.1]"
"K00926" "carbamate kinase [EC:2.7.2.2]"
"K00927" "phosphoglycerate kinase [EC:2.7.2.3]"
"K00928" "aspartate kinase [EC:2.7.2.4]"
"K00929" "butyrate kinase [EC:2.7.2.7]"
"K00930" "acetylglutamate kinase [EC:2.7.2.8]"
"K00931" "glutamate 5-kinase [EC:2.7.2.11]"
"K00932" "propionate kinase [EC:2.7.2.15]"
"K00936" "two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]"
"K00937" "polyphosphate kinase [EC:2.7.4.1]"
"K00938" "phosphomevalonate kinase [EC:2.7.4.2]"
"K00939" "adenylate kinase [EC:2.7.4.3]"
"K00940" "nucleoside-diphosphate kinase [EC:2.7.4.6]"
"K00941" "hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]"
"K00942" "guanylate kinase [EC:2.7.4.8]"
"K00943" "dTMP kinase [EC:2.7.4.9]"
"K00945" "CMP/dCMP kinase [EC:2.7.4.25]"
"K00946" "thiamine-monophosphate kinase [EC:2.7.4.16]"
"K00947" "molybdenum storage protein"
"K00948" "ribose-phosphate pyrophosphokinase [EC:2.7.6.1]"
"K00949" "thiamine pyrophosphokinase [EC:2.7.6.2]"
"K00950" "2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]"
"K00951" "GTP pyrophosphokinase [EC:2.7.6.5]"
"K00952" "nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]"
"K00954" "pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]"
"K00955" "bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]"
"K00956" "sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]"
"K00957" "sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]"
"K00958" "sulfate adenylyltransferase [EC:2.7.7.4]"
"K00960" "DNA-directed RNA polymerase [EC:2.7.7.6]"
"K00962" "polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]"
"K00963" "UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"K00965" "UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"K00966" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
"K00968" "choline-phosphate cytidylyltransferase [EC:2.7.7.15]"
"K00969" "nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]"
"K00970" "poly(A) polymerase [EC:2.7.7.19]"
"K00971" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
"K00972" "UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]"
"K00973" "glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"
"K00974" "tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]"
"K00975" "glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]"
"K00978" "glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]"
"K00979" "3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]"
"K00980" "glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]"
"K00981" "phosphatidate cytidylyltransferase [EC:2.7.7.41]"
"K00982" "[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]"
"K00983" "N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]"
"K00984" "streptomycin 3\-adenylyltransferase [EC:2.7.7.47]"
"K00986" "RNA-directed DNA polymerase [EC:2.7.7.49]"
"K00988" "ATP adenylyltransferase [EC:2.7.7.53]"
"K00989" "ribonuclease PH [EC:2.7.7.56]"
"K00990" "[protein-PII] uridylyltransferase [EC:2.7.7.59]"
"K00991" "2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]"
"K00992" "N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]"
"K00993" "ethanolaminephosphotransferase [EC:2.7.8.1]"
"K00995" "CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]"
"K00996" "undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]"
"K00997" "holo-[acyl-carrier protein] synthase [EC:2.7.8.7]"
"K00998" "CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
"K01000" "phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]"
"K01001" "UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]"
"K01002" "phosphoglycerol transferase [EC:2.7.8.20]"
"K01003" "oxaloacetate decarboxylase [EC:4.1.1.3]"
"K01004" "phosphatidylcholine synthase [EC:2.7.8.24]"
"K01006" "pyruvate, orthophosphate dikinase [EC:2.7.9.1]"
"K01007" "pyruvate, water dikinase [EC:2.7.9.2]"
"K01008" "selenide, water dikinase [EC:2.7.9.3]"
"K01011" "thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]"
"K01012" "biotin synthase [EC:2.8.1.6]"
"K01023" "arylsulfate sulfotransferase [EC:2.8.2.22]"
"K01026" "propionate CoA-transferase [EC:2.8.3.1]"
"K01027" "3-oxoacid CoA-transferase [EC:2.8.3.5]"
"K01028" "3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]"
"K01029" "3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]"
"K01031" "3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]"
"K01032" "3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]"
"K01034" "acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]"
"K01035" "acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]"
"K01039" "glutaconate CoA-transferase, subunit A [EC:2.8.3.12]"
"K01040" "glutaconate CoA-transferase, subunit B [EC:2.8.3.12]"
"K01042" "L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]"
"K01046" "triacylglycerol lipase [EC:3.1.1.3]"
"K01048" "lysophospholipase [EC:3.1.1.5]"
"K01051" "pectinesterase [EC:3.1.1.11]"
"K01053" "gluconolactonase [EC:3.1.1.17]"
"K01054" "acylglycerol lipase [EC:3.1.1.23]"
"K01055" "3-oxoadipate enol-lactonase [EC:3.1.1.24]"
"K01056" "peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]"
"K01057" "6-phosphogluconolactonase [EC:3.1.1.31]"
"K01058" "phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]"
"K01060" "cephalosporin-C deacetylase [EC:3.1.1.41]"
"K01061" "carboxymethylenebutenolidase [EC:3.1.1.45]"
"K01066" "acetyl esterase [EC:3.1.1.-]"
"K01067" "acetyl-CoA hydrolase [EC:3.1.2.1]"
"K01069" "hydroxyacylglutathione hydrolase [EC:3.1.2.6]"
"K01070" "S-formylglutathione hydrolase [EC:3.1.2.12]"
"K01071" "medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]"
"K01073" "acyl-CoA hydrolase [EC:3.1.2.20]"
"K01075" "4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]"
"K01076" "abhydrolase domain-containing protein 17 [EC:3.1.2.22]"
"K01077" "alkaline phosphatase [EC:3.1.3.1]"
"K01079" "phosphoserine phosphatase [EC:3.1.3.3]"
"K01081" "5-nucleotidase [EC:3.1.3.5]"
"K01082" "3(2), 5-bisphosphate nucleotidase [EC:3.1.3.7]"
"K01083" "3-phytase [EC:3.1.3.8]"
"K01085" "glucose-1-phosphatase [EC:3.1.3.10]"
"K01086" "fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
"K01087" "trehalose 6-phosphate phosphatase [EC:3.1.3.12]"
"K01089" "imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]"
"K01090" "protein phosphatase [EC:3.1.3.16]"
"K01091" "phosphoglycolate phosphatase [EC:3.1.3.18]"
"K01092" "myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"
"K01093" "4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]"
"K01095" "phosphatidylglycerophosphatase A [EC:3.1.3.27]"
"K01096" "phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]"
"K01101" "4-nitrophenyl phosphatase [EC:3.1.3.41]"
"K01103" "6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3 [EC:2.7.1.105 3.1.3.46]"
"K01104" "protein-tyrosine phosphatase [EC:3.1.3.48]"
"K01113" "alkaline phosphatase D [EC:3.1.3.1]"
"K01114" "phospholipase C [EC:3.1.4.3]"
"K01115" "phospholipase D1/2 [EC:3.1.4.4]"
"K01117" "sphingomyelin phosphodiesterase [EC:3.1.4.12]"
"K01118" "FMN-dependent NADH-azoreductase [EC:1.7.1.17]"
"K01119" "2,3-cyclic-nucleotide 2-phosphodiesterase / 3-nucleotidase [EC:3.1.4.16 3.1.3.6]"
"K01120" "3,5-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]"
"K01121" "2,3-cyclic-nucleotide 3-phosphodiesterase [EC:3.1.4.37]"
"K01126" "glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]"
"K01127" "glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50]"
"K01129" "dGTPase [EC:3.1.5.1]"
"K01130" "arylsulfatase [EC:3.1.6.1]"
"K01132" "N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]"
"K01133" "choline-sulfatase [EC:3.1.6.6]"
"K01134" "arylsulfatase A [EC:3.1.6.8]"
"K01135" "arylsulfatase B [EC:3.1.6.12]"
"K01136" "iduronate 2-sulfatase [EC:3.1.6.13]"
"K01137" "N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]"
"K01138" "uncharacterized sulfatase [EC:3.1.6.-]"
"K01139" "GTP diphosphokinase / guanosine-3,5-bis(diphosphate) 3-diphosphatase [EC:2.7.6.5 3.1.7.2]"
"K01141" "exodeoxyribonuclease I [EC:3.1.11.1]"
"K01142" "exodeoxyribonuclease III [EC:3.1.11.2]"
"K01143" "exodeoxyribonuclease (lambda-induced) [EC:3.1.11.3]"
"K01144" "exodeoxyribonuclease V [EC:3.1.11.5]"
"K01146" "protein Xni"
"K01147" "exoribonuclease II [EC:3.1.13.1]"
"K01150" "deoxyribonuclease I [EC:3.1.21.1]"
"K01151" "deoxyribonuclease IV [EC:3.1.21.2]"
"K01152" "isfu1 transposase"
"K01153" "type I restriction enzyme, R subunit [EC:3.1.21.3]"
"K01154" "type I restriction enzyme, S subunit [EC:3.1.21.3]"
"K01155" "type II restriction enzyme [EC:3.1.21.4]"
"K01156" "type III restriction enzyme [EC:3.1.21.5]"
"K01158" "deoxyribonuclease II [EC:3.1.22.1]"
"K01159" "crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]"
"K01160" "crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]"
"K01161" "deoxyribonuclease (pyrimidine dimer) [EC:3.1.25.1]"
"K01163" "uncharacterized protein"
"K01166" "ribonuclease T2 [EC:3.1.27.1]"
"K01167" "ribonuclease T1 [EC:3.1.27.3]"
"K01169" "ribonuclease I (enterobacter ribonuclease) [EC:3.1.27.6]"
"K01173" "endonuclease G, mitochondrial"
"K01174" "micrococcal nuclease [EC:3.1.31.1]"
"K01175" "esterase [EC:3.1.-.-]"
"K01176" "alpha-amylase [EC:3.2.1.1]"
"K01178" "glucoamylase [EC:3.2.1.3]"
"K01179" "endoglucanase [EC:3.2.1.4]"
"K01180" "endo-1,3(4)-beta-glucanase [EC:3.2.1.6]"
"K01181" "endo-1,4-beta-xylanase [EC:3.2.1.8]"
"K01182" "oligo-1,6-glucosidase [EC:3.2.1.10]"
"K01183" "chitinase [EC:3.2.1.14]"
